,Date/Time,Source,Month/Day,Month,Day,Hour,Minute,Second,count,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Wind Speed [m/s](Hourly),EMS:Comfort Temperature [C](Hourly),EMS:Adaptive Cooling Setpoint Temperature [C](Hourly),EMS:Adaptive Heating Setpoint Temperature [C](Hourly),EMS:Adaptive Cooling Setpoint Temperature_No Tolerance [C](Hourly),EMS:Adaptive Heating Setpoint Temperature_No Tolerance [C](Hourly),EMS:Ventilation Setpoint Temperature [C](Hourly),EMS:Minimum Outdoor Temperature for ventilation [C](Hourly),BLOCK1:ZONE1:Zone Operative Temperature [C](Hourly),BLOCK1:ZONE3:Zone Operative Temperature [C](Hourly),BLOCK1:ZONE5:Zone Operative Temperature [C](Hourly),BLOCK1:ZONE2:Zone Operative Temperature [C](Hourly),BLOCK1:ZONE4:Zone Operative Temperature [C](Hourly),PEOPLE BLOCK1:ZONE1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),PEOPLE BLOCK1:ZONE1:Zone Thermal Comfort CEN 15251 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),PEOPLE BLOCK1:ZONE3:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),PEOPLE BLOCK1:ZONE3:Zone Thermal Comfort CEN 15251 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),PEOPLE BLOCK1:ZONE5:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),PEOPLE BLOCK1:ZONE5:Zone Thermal Comfort CEN 15251 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),PEOPLE BLOCK1:ZONE2:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),PEOPLE BLOCK1:ZONE2:Zone Thermal Comfort CEN 15251 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),PEOPLE BLOCK1:ZONE4:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),PEOPLE BLOCK1:ZONE4:Zone Thermal Comfort CEN 15251 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),EMS:Comfortable Hours_No Applicability_BLOCK1_ZONE1 [H](Hourly),EMS:Comfortable Hours_No Applicability_BLOCK1_ZONE3 [H](Hourly),EMS:Comfortable Hours_No Applicability_BLOCK1_ZONE5 [H](Hourly),EMS:Comfortable Hours_No Applicability_BLOCK1_ZONE2 [H](Hourly),EMS:Comfortable Hours_No Applicability_BLOCK1_ZONE4 [H](Hourly),EMS:Comfortable Hours_Applicability_BLOCK1_ZONE1 [H](Hourly),EMS:Comfortable Hours_Applicability_BLOCK1_ZONE3 [H](Hourly),EMS:Comfortable Hours_Applicability_BLOCK1_ZONE5 [H](Hourly),EMS:Comfortable Hours_Applicability_BLOCK1_ZONE2 [H](Hourly),EMS:Comfortable Hours_Applicability_BLOCK1_ZONE4 [H](Hourly),EMS:Discomfortable Applicable Hot Hours_BLOCK1_ZONE1 [H](Hourly),EMS:Discomfortable Applicable Hot Hours_BLOCK1_ZONE3 [H](Hourly),EMS:Discomfortable Applicable Hot Hours_BLOCK1_ZONE5 [H](Hourly),EMS:Discomfortable Applicable Hot Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Discomfortable Applicable Hot Hours_BLOCK1_ZONE4 [H](Hourly),EMS:Discomfortable Applicable Cold Hours_BLOCK1_ZONE1 [H](Hourly),EMS:Discomfortable Applicable Cold Hours_BLOCK1_ZONE3 [H](Hourly),EMS:Discomfortable Applicable Cold Hours_BLOCK1_ZONE5 [H](Hourly),EMS:Discomfortable Applicable Cold Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Discomfortable Applicable Cold Hours_BLOCK1_ZONE4 [H](Hourly),EMS:Discomfortable Non Applicable Hot Hours_BLOCK1_ZONE1 [H](Hourly),EMS:Discomfortable Non Applicable Hot Hours_BLOCK1_ZONE3 [H](Hourly),EMS:Discomfortable Non Applicable Hot Hours_BLOCK1_ZONE5 [H](Hourly),EMS:Discomfortable Non Applicable Hot Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Discomfortable Non Applicable Hot Hours_BLOCK1_ZONE4 [H](Hourly),EMS:Discomfortable Non Applicable Cold Hours_BLOCK1_ZONE1 [H](Hourly),EMS:Discomfortable Non Applicable Cold Hours_BLOCK1_ZONE3 [H](Hourly),EMS:Discomfortable Non Applicable Cold Hours_BLOCK1_ZONE5 [H](Hourly),EMS:Discomfortable Non Applicable Cold Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Discomfortable Non Applicable Cold Hours_BLOCK1_ZONE4 [H](Hourly),EMS:Zone Floor Area_BLOCK1_ZONE1 [m2](Hourly),EMS:Zone Floor Area_BLOCK1_ZONE3 [m2](Hourly),EMS:Zone Floor Area_BLOCK1_ZONE5 [m2](Hourly),EMS:Zone Floor Area_BLOCK1_ZONE2 [m2](Hourly),EMS:Zone Floor Area_BLOCK1_ZONE4 [m2](Hourly),EMS:Zone Air Volume_BLOCK1_ZONE1 [m3](Hourly),EMS:Zone Air Volume_BLOCK1_ZONE3 [m3](Hourly),EMS:Zone Air Volume_BLOCK1_ZONE5 [m3](Hourly),EMS:Zone Air Volume_BLOCK1_ZONE2 [m3](Hourly),EMS:Zone Air Volume_BLOCK1_ZONE4 [m3](Hourly),EMS:Ventilation Hours_BLOCK1_ZONE1 [H](Hourly),EMS:Ventilation Hours_BLOCK1_ZONE3 [H](Hourly),EMS:Ventilation Hours_BLOCK1_ZONE5 [H](Hourly),EMS:Ventilation Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Ventilation Hours_BLOCK1_ZONE4 [H](Hourly),BLOCK1:ZONE1:AFN Zone Infiltration Volume [m3](Hourly),BLOCK1:ZONE1:AFN Zone Infiltration Air Change Rate [ach](Hourly),BLOCK1:ZONE3:AFN Zone Infiltration Volume [m3](Hourly),BLOCK1:ZONE3:AFN Zone Infiltration Air Change Rate [ach](Hourly),BLOCK1:ZONE5:AFN Zone Infiltration Volume [m3](Hourly),BLOCK1:ZONE5:AFN Zone Infiltration Air Change Rate [ach](Hourly),BLOCK1:ZONE2:AFN Zone Infiltration Volume [m3](Hourly),BLOCK1:ZONE2:AFN Zone Infiltration Air Change Rate [ach](Hourly),BLOCK1:ZONE4:AFN Zone Infiltration Volume [m3](Hourly),BLOCK1:ZONE4:AFN Zone Infiltration Air Change Rate [ach](Hourly),Whole Building:Facility Total HVAC Electricity Demand Rate [W](Hourly),FORSCRIPT_AHST_BLOCK1_ZONE1:Schedule Value [](Hourly),FORSCRIPT_ACST_BLOCK1_ZONE1:Schedule Value [](Hourly),FORSCRIPT_AHST_BLOCK1_ZONE3:Schedule Value [](Hourly),FORSCRIPT_ACST_BLOCK1_ZONE3:Schedule Value [](Hourly),FORSCRIPT_AHST_BLOCK1_ZONE5:Schedule Value [](Hourly),FORSCRIPT_ACST_BLOCK1_ZONE5:Schedule Value [](Hourly),FORSCRIPT_AHST_BLOCK1_ZONE2:Schedule Value [](Hourly),FORSCRIPT_ACST_BLOCK1_ZONE2:Schedule Value [](Hourly),FORSCRIPT_AHST_BLOCK1_ZONE4:Schedule Value [](Hourly),FORSCRIPT_ACST_BLOCK1_ZONE4:Schedule Value [](Hourly),BLOCK1:ZONE1 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),BLOCK1:ZONE3 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),BLOCK1:ZONE5 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),BLOCK1:ZONE2 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),BLOCK1:ZONE4 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),BLOCK1:ZONE1 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](Hourly),BLOCK1:ZONE3 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](Hourly),BLOCK1:ZONE5 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](Hourly),BLOCK1:ZONE2 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](Hourly),BLOCK1:ZONE4 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](Hourly)
0, 01/01  01:00:00,JapaneseApartment[AS_ASHRAE55[CA_80[CM_0[HM_0[VC_X[VO_X[MT_X[MW_X[AT_0.1[NS_X[Japan_Asahikawa_Present.csv,01/01,01,01,01,00,00,744,-7.699260752688172,83.2570564516129,2.397883064516129,16.060300130208333,26.25,20.200000000000003,26.35,20.1,23.225,13.200000000000005,20.130781980456725,20.116395426456975,20.12170410432367,20.532486799504625,20.11542542573085,-5.6171012544802865,-7.007181737393815,-5.6171012544802865,-7.007181737393815,-5.6171012544802865,-7.007181737393815,-5.6171012544802865,-7.007181737393815,-5.6171012544802865,-7.007181737393815,720.5,602.0,373.5,588.5,719.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,744.0,744.0,744.0,744.0,15.7863,3.3443,15.0293,12.7588,1.3034,41.0442,8.6952,39.0762,33.1728,3.3888,0.0,0.0,0.0,0.0,0.0,3010.588799148214,73.34992030903788,2482.313780630394,285.4809297808439,2872.5453536491004,73.51137914252408,1748.6549133527822,52.713515692156854,591.9885743432758,174.68973511074,18086927.416517753,15028.800000000003,19530.0,15028.800000000003,19530.0,15028.800000000003,19530.0,15028.800000000003,19530.0,15028.800000000003,19530.0,0.0,0.0,0.0,0.0,0.0,401634.7246775101,615010.9187733785,12317005.283118026,174198.9021376676,133812.5053431401
1, 02/01  01:00:00,JapaneseApartment[AS_ASHRAE55[CA_80[CM_0[HM_0[VC_X[VO_X[MT_X[MW_X[AT_0.1[NS_X[Japan_Asahikawa_Present.csv,02/01,02,01,01,00,00,672,-6.741592261904763,79.78980654761905,2.6924479166666666,15.22629478908317,26.25,20.200000000000003,26.35,20.1,23.225,13.200000000000005,20.2054225695326,20.20293932500821,20.21329225085772,20.624412733698215,20.20372366197493,-8.301770833333334,-7.834964607130765,-8.301770833333334,-7.834964607130765,-8.301770833333334,-7.834964607130765,-8.301770833333334,-7.834964607130765,-8.301770833333334,-7.834964607130765,632.5,497.5,330.0,501.5,642.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,672.0,672.0,672.0,672.0,15.7863,3.3443,15.0293,12.7588,1.3034,41.0442,8.6952,39.0762,33.1728,3.3888,0.0,0.0,0.0,0.0,0.0,2397.180622541878,58.40485677737359,2046.4252939704168,235.35114706624537,2410.597564933336,61.6896618640844,1507.4826961986123,45.44333599209627,519.4923334105613,153.29684059565665,15610671.172289422,13574.400000000001,17640.0,13574.400000000001,17640.0,13574.400000000001,17640.0,13574.400000000001,17640.0,13574.400000000001,17640.0,0.0,0.0,0.0,0.0,0.0,322433.90677664854,522702.7404312969,10587658.175283477,131412.40710638853,113342.51420821463
2, 03/01  01:00:00,JapaneseApartment[AS_ASHRAE55[CA_80[CM_0[HM_0[VC_X[VO_X[MT_X[MW_X[AT_0.1[NS_X[Japan_Asahikawa_Present.csv,03/01,03,01,01,00,00,744,-1.3218077956989247,72.80712365591398,3.0924059139784945,16.415231394675928,26.25,20.200000000000003,26.35,20.1,23.225,13.200000000000005,20.2551579777297,20.206976004739253,20.245336532981817,20.581730308020006,20.210988966340913,-4.463263888888889,-2.1696535970193156,-4.463263888888889,-2.1696535970193156,-4.463263888888889,-2.1696535970193156,-4.463263888888889,-2.1696535970193156,-4.463263888888889,-2.1696535970193156,661.0,484.5,398.5,624.5,668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,744.0,744.0,744.0,744.0,15.7863,3.3443,15.0293,12.7588,1.3034,41.0442,8.6952,39.0762,33.1728,3.3888,0.0,0.0,0.0,0.0,0.0,2058.8573417880393,50.16195569137754,1807.9957186226775,207.93032001824886,2182.429296772514,55.85060207421686,1398.6968456560664,42.163967034922145,483.751112238705,142.74997410254514,11682840.559343051,15028.800000000003,19530.0,15028.800000000003,19530.0,15028.800000000003,19530.0,15028.800000000003,19530.0,15028.800000000003,19530.0,0.0,0.0,0.0,0.0,0.0,165720.1786163137,351942.53898248525,7504494.736558328,98752.0250158876,77614.31447329253
3, 04/01  01:00:00,JapaneseApartment[AS_ASHRAE55[CA_80[CM_0[HM_0[VC_X[VO_X[MT_X[MW_X[AT_0.1[NS_X[Japan_Asahikawa_Present.csv,04/01,04,01,01,00,00,720,5.490625,66.22638888888889,3.199236111111111,18.418014630594136,26.25,20.200000000000003,26.35,20.1,23.225,13.200000000000005,20.798998210781544,20.5286011309317,20.577430517444764,20.86561476092272,20.518397802516247,1.9982731481481475,4.302881493143125,1.9982731481481475,4.302881493143125,1.9982731481481475,4.302881493143125,1.9982731481481475,4.302881493143125,1.9982731481481475,4.302881493143125,698.0,543.5,537.0,685.5,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,720.0,720.0,720.0,720.0,15.7863,3.3443,15.0293,12.7588,1.3034,41.0442,8.6952,39.0762,33.1728,3.3888,0.0,0.0,0.0,0.0,0.0,1663.517016871382,40.52989257608581,1390.461286730568,159.91136336491027,1701.981263707549,43.55544458538824,1084.7361609659679,32.69956593853901,348.77993928208383,102.92137018475088,6932373.221522152,14544.000000000002,18900.0,14544.000000000002,18900.0,14544.000000000002,18900.0,14544.000000000002,18900.0,14544.000000000002,18900.0,0.0,0.0,1391.7283913841584,0.0,0.0,38786.78344613251,137185.55887261545,3219728.35462864,44609.76017927845,30738.575623499175
4, 05/01  01:00:00,JapaneseApartment[AS_ASHRAE55[CA_80[CM_0[HM_0[VC_X[VO_X[MT_X[MW_X[AT_0.1[NS_X[Japan_Asahikawa_Present.csv,05/01,05,01,01,00,00,744,12.64801747311828,65.6760752688172,3.1020833333333333,20.624268315972223,28.25,23.880000000000003,28.35,23.78,24.445467245370374,16.880000000000003,25.314027511990698,24.890212515638492,24.822876219221563,25.252629334410177,24.785186978164507,9.115450268817204,11.881464868258725,9.115450268817204,11.881464868258725,9.115450268817204,11.881464868258725,9.115450268817204,11.881464868258725,9.115450268817204,11.881464868258725,734.5,654.5,657.5,732.0,699.0,263.5,263.5,263.5,263.5,263.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.5,480.5,480.5,480.5,480.5,15.7863,3.3443,15.0293,12.7588,1.3034,41.0442,8.6952,39.0762,33.1728,3.3888,116.0,110.5,111.5,115.5,107.5,1286.7170272993958,31.349545789646154,1111.757665370651,127.8587801741939,1479.497751303633,37.86186352059902,1029.2327699010762,31.026406269626776,301.9524177920394,89.10305057602672,5217025.593366898,17766.72,21018.0,17766.72,21018.0,17766.72,21018.0,17766.72,21018.0,17766.72,21018.0,517.7599539855502,357.2765877066102,70174.22108439091,63.90165189458306,0.0,14916.010975553067,52157.15353735425,1489667.1375295063,21657.330507300394,15275.377780759456
5, 06/01  01:00:00,JapaneseApartment[AS_ASHRAE55[CA_80[CM_0[HM_0[VC_X[VO_X[MT_X[MW_X[AT_0.1[NS_X[Japan_Asahikawa_Present.csv,06/01,06,01,01,00,00,720,16.91517361111111,73.21354166666667,2.596319444444444,22.4570640861304,28.25,23.880000000000003,28.35,23.780000000000005,22.4570640861304,16.880000000000003,26.96738319462143,26.597216494090812,26.34786638462033,26.868598954339923,26.36408745297491,15.025699074074074,16.26588062546944,15.025699074074074,16.26588062546944,15.025699074074074,16.26588062546944,15.025699074074074,16.26588062546944,15.025699074074074,16.26588062546944,688.5,673.0,704.0,689.0,711.0,688.5,676.0,712.5,689.0,711.0,31.5,44.0,7.5,31.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7863,3.3443,15.0293,12.7588,1.3034,41.0442,8.6952,39.0762,33.1728,3.3888,329.5,331.5,327.5,331.0,324.5,1060.4535199359786,25.836866595913126,900.1129254107825,103.51836937744758,1100.121965172821,28.153248401144936,729.5104608072847,21.99122355686839,239.72785533364217,70.74122265511157,4483654.874277515,17193.600000000002,20340.0,17193.600000000002,20340.0,17193.600000000002,20340.0,17193.600000000002,20340.0,17193.600000000002,20340.0,40544.55050264325,21981.131601347508,435100.0859031578,32273.76871491436,2549.359576893051,0.0,3068.7715495095044,174743.87965769527,0.0,1085.5581352268716
6, 07/01  01:00:00,JapaneseApartment[AS_ASHRAE55[CA_80[CM_0[HM_0[VC_X[VO_X[MT_X[MW_X[AT_0.1[NS_X[Japan_Asahikawa_Present.csv,07/01,07,01,01,00,00,744,20.988138440860215,75.37298387096774,2.4937836021505375,23.561721397569443,28.25,23.880000000000003,28.35,23.78,23.561721397569443,16.880000000000003,28.124746168363526,27.990293383685408,27.87762116151134,28.086006247797094,27.893689705952937,18.58902105734767,20.23543767423592,18.58902105734767,20.23543767423592,18.58902105734767,20.23543767423592,18.58902105734767,20.23543767423592,18.58902105734767,20.23543767423592,613.5,564.0,601.0,623.0,649.0,613.5,564.0,601.0,623.0,649.0,130.5,180.0,143.0,121.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7863,3.3443,15.0293,12.7588,1.3034,41.0442,8.6952,39.0762,33.1728,3.3888,584.0,585.5,585.0,584.0,584.0,704.76617743195,17.170907885449076,651.1546219901759,74.88667563600328,839.9991695129513,21.49643950826718,574.9438673704304,17.331785902017,196.45938602359521,57.973142712345116,5533230.719806788,17766.72,21018.0,17766.72,21018.0,17766.72,21018.0,17766.72,21018.0,17766.72,21018.0,170654.16758422964,85662.01089378817,1401579.5008932692,142770.06029180117,16265.079777737574,0.0,0.0,0.0,0.0,0.0
7, 08/01  01:00:00,JapaneseApartment[AS_ASHRAE55[CA_80[CM_0[HM_0[VC_X[VO_X[MT_X[MW_X[AT_0.1[NS_X[Japan_Asahikawa_Present.csv,08/01,08,01,01,00,00,744,21.40769489247312,76.74126344086021,2.386290322580645,24.655948017939814,28.25,23.880000000000003,28.35,23.78,24.655948017939814,16.880000000000003,28.176509475758756,28.0469620593572,27.999731927357697,28.1576596275613,27.984882488925667,22.116178315412185,21.608748632295747,22.116178315412185,21.608748632295747,22.116178315412185,21.608748632295747,22.116178315412185,21.608748632295747,22.116178315412185,21.608748632295747,616.0,561.0,577.5,628.5,644.0,616.0,561.0,577.5,628.5,644.0,128.0,183.0,166.5,115.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7863,3.3443,15.0293,12.7588,1.3034,41.0442,8.6952,39.0762,33.1728,3.3888,594.0,597.0,598.5,596.5,592.0,928.5551744426916,22.623298162534308,764.415644111721,87.91237051611473,978.0354908524091,25.028930419344967,649.3023179968147,19.573334719915525,189.82731055259495,56.016085503008405,5594060.628236157,17766.72,21018.0,17766.72,21018.0,17766.72,21018.0,17766.72,21018.0,17766.72,21018.0,158358.55811526647,76738.83197947312,1482758.8028270195,155978.83240928914,16158.906649181017,0.0,0.0,0.0,0.0,0.0
8, 09/01  01:00:00,JapaneseApartment[AS_ASHRAE55[CA_80[CM_0[HM_0[VC_X[VO_X[MT_X[MW_X[AT_0.1[NS_X[Japan_Asahikawa_Present.csv,09/01,09,01,01,00,00,720,16.255347222222223,79.21215277777777,2.2915972222222223,23.655819734278552,28.25,23.880000000000003,28.35,23.780000000000005,23.655819734278552,16.880000000000003,26.566641533893456,25.995212291833493,26.199013181354886,26.70506142065543,26.032800432076044,18.886439814814818,17.248124167981064,18.886439814814818,17.248124167981064,18.886439814814818,17.248124167981064,18.886439814814818,17.248124167981064,18.886439814814818,17.248124167981064,702.5,684.5,683.0,691.5,707.0,702.5,697.5,694.5,691.5,709.0,17.5,22.5,25.5,28.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7863,3.3443,15.0293,12.7588,1.3034,41.0442,8.6952,39.0762,33.1728,3.3888,312.0,312.0,312.0,312.0,311.5,1099.7598718023703,26.79452570161848,935.2870075866531,107.56359917962241,1198.7650022222936,30.677624800320714,820.0724745385429,24.7212316879655,251.79817836347456,74.30305074465134,4364898.607231756,17193.600000000002,20340.0,17193.600000000002,20340.0,17193.600000000002,20340.0,17193.600000000002,20340.0,17193.600000000002,20340.0,20713.051755491982,8473.977615084521,324388.7582884447,35536.21202842857,1512.4840834431932,0.0,7526.073758129827,195749.83419409956,9.048067016372942,1449.7012623421183
9, 10/01  01:00:00,JapaneseApartment[AS_ASHRAE55[CA_80[CM_0[HM_0[VC_X[VO_X[MT_X[MW_X[AT_0.1[NS_X[Japan_Asahikawa_Present.csv,10/01,10,01,01,00,00,744,9.389180107526881,75.9616935483871,2.7076948924731186,21.967913874421296,26.25,20.200000000000003,26.35,20.1,22.123503414351852,13.200000000000005,21.929574413562815,21.311003216104005,21.787303321062797,22.374765937172143,21.46596572249202,13.440125448028674,10.910633788087708,13.440125448028674,10.910633788087708,13.440125448028674,10.910633788087708,13.440125448028674,10.910633788087708,13.440125448028674,10.910633788087708,739.5,663.5,642.0,729.0,728.5,692.5,696.5,696.0,688.5,696.5,4.0,0.0,0.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,47.5,47.5,47.5,47.5,15.7863,3.3443,15.0293,12.7588,1.3034,41.0442,8.6952,39.0762,33.1728,3.3888,99.0,70.0,138.0,159.5,74.5,1580.354822804788,38.5037306807,1271.1534650894278,146.19025037830386,1659.812318075869,42.47629805548819,1131.1817606731108,34.09967686397017,304.29183632048824,89.79338890477106,5044050.834606723,15028.800000000003,19530.0,15028.800000000003,19530.0,15028.800000000003,19530.0,15028.800000000003,19530.0,15028.800000000003,19530.0,1391.7053418593464,0.0,21931.952036686293,6986.9572229463965,0.0,9451.80522984475,68688.08457426698,1096235.8833321908,12537.847763351516,12902.277024467061
